code,brand,category,color,price,currency,stock,inStock,sizes
SKU03210,Puma,shoe,Khaki,90,USD,353,TRUE,"XS,M,L"
SKU03020,Puma,shoe,Navy,52,USD,0,FALSE,"S,M,L,XL"
SKU00614,Nike,shoe,Blue,54,USD,0,FALSE,"S,M,L"
SKU05164,Hummel,shoe,Grey,83,USD,0,FALSE,"XS,S,L"
SKU06074,Diadora,shoe,Black,44,USD,744,TRUE,"S,L,XL"
SKU04389,Sketchers,shoe,Khaki,46,USD,1527,TRUE,"XS,S,M,L"
SKU04711,Sketchers,shoe,Black,56,USD,0,FALSE,"S,M,XL"
SKU03425,Puma,shoe,Grey,53,USD,792,TRUE,"XS,S,L,XL"
SKU09338,Onitsuka,shoe,Ivory,43,USD,0,FALSE,"XS,M,L"
SKU06510,Diadora,shoe,Yellow,45,USD,1390,TRUE,"XS,S,L"
SKU03910,Puma,shoe,White,60,USD,0,FALSE,"L,XL"
SKU09618,Onitsuka,shoe,Green,43,USD,1338,TRUE,"XS,S,M,L"
SKU01411,Adidas,shoe,Green,96,USD,0,FALSE,"S,M,L"
SKU00315,Nike,shoe,Navy,89,USD,929,TRUE,"XXS,S,M"
SKU06908,Diadora,shoe,Ivory,51,USD,0,FALSE,"S,L,XL"
SKU02093,Vans,shoe,Yellow,46,USD,0,FALSE,"S,M,L"
SKU00278,Nike,shoe,Yellow,42,USD,0,FALSE,"XS,M,XL"
SKU08777,Converse,shoe,Khaki,44,USD,0,FALSE,"S,M,L"
SKU04724,Sketchers,shoe,Ivory,49,USD,0,FALSE,"S,M,L"
SKU07453,NewBalance,shoe,Green,59,USD,763,TRUE,"S,M"
SKU08535,Converse,shoe,Red,74,USD,0,FALSE,"S,M,L"
SKU05166,Hummel,shoe,White,46,USD,1277,TRUE,"S,M,L"
SKU03429,Puma,shoe,Navy,100,USD,458,TRUE,"S,M,L,XXL"
SKU02881,Vans,shoe,Black,50,USD,447,TRUE,"M,L"
SKU00150,Nike,shoe,Blue,55,USD,0,FALSE,"M,L"
SKU02980,Vans,shoe,Red,58,USD,1395,TRUE,"S,M,L"
SKU09345,Onitsuka,shoe,White,80,USD,1528,TRUE,"S,M"
SKU07765,NewBalance,shoe,Navy,85,USD,412,TRUE,"S,M,L"
SKU04726,Sketchers,shoe,Khaki,37,USD,359,TRUE,"S,M,L,XL,XXL"
SKU00416,Nike,shoe,Blue,94,USD,0,FALSE,XS
SKU03499,Puma,shoe,Black,76,USD,0,FALSE,"M,L"
SKU01919,Adidas,shoe,Green,75,USD,120,TRUE,"XS,S,M,L,XL,XXL"
SKU07483,NewBalance,shoe,Grey,96,USD,324,TRUE,"S,M,XXL"
SKU00002,Nike,shoe,Navy,83,USD,0,FALSE,"S,M,L"
SKU02672,Vans,shoe,White,75,USD,423,TRUE,"XXS,S,M,L"
SKU03248,Puma,shoe,Ivory,67,USD,0,FALSE,"XS,M,L"
SKU05046,Hummel,shoe,White,81,USD,1221,TRUE,"M,L,XL"
SKU03431,Puma,shoe,Grey,63,USD,1590,TRUE,"S,M"
SKU01540,Adidas,shoe,Black,95,USD,218,TRUE,"S,M,L"
SKU01441,Adidas,shoe,Blue,39,USD,1584,TRUE,"XS,S,M,L"
SKU03470,Puma,shoe,Red,90,USD,1434,TRUE,"S,M,L"
SKU03720,Puma,shoe,Yellow,31,USD,0,FALSE,M
SKU09607,Onitsuka,shoe,Grey,63,USD,519,TRUE,"S,M"
SKU07308,NewBalance,shoe,Red,45,USD,0,FALSE,"S,M,L"
SKU04880,Sketchers,shoe,Green,71,USD,0,FALSE,"S,M,L"
SKU03902,Puma,shoe,Blue,76,USD,0,FALSE,XL
SKU09270,Onitsuka,shoe,Black,35,USD,0,FALSE,"S,M,L,XL"
SKU02076,Vans,shoe,Grey,98,USD,0,FALSE,"S,M"
SKU03604,Puma,shoe,Ivory,67,USD,1688,TRUE,"S,M"
SKU08521,Converse,shoe,Khaki,98,USD,1079,TRUE,"S,XXL"
SKU00270,Nike,shoe,Blue,50,USD,0,FALSE,"S,M,L"
SKU05547,Hummel,shoe,White,74,USD,0,FALSE,"S,M"
SKU06948,Diadora,shoe,Blue,99,USD,0,FALSE,"M,L,XXL"
SKU05763,Hummel,shoe,White,39,USD,0,FALSE,"S,M,L,XXL"
SKU04435,Sketchers,shoe,Black,88,USD,0,FALSE,"XS,S,M,XL"
SKU05522,Hummel,shoe,Navy,33,USD,0,FALSE,L
SKU08702,Converse,shoe,White,100,USD,0,FALSE,"M,L,XL,XXL"
SKU02122,Vans,shoe,White,70,USD,5,TRUE,"S,M,L,XL,XXL"
SKU00448,Nike,shoe,Green,37,USD,873,TRUE,"S,M,L"
SKU02939,Vans,shoe,Green,64,USD,0,FALSE,"S,M,L"
SKU00142,Nike,shoe,Grey,97,USD,143,TRUE,"XXS,S,M,L"
SKU02338,Vans,shoe,Grey,70,USD,838,TRUE,"XS,S,M,L,XL"
SKU08130,Converse,shoe,Grey,44,USD,1657,TRUE,"S,M,L"
SKU09789,Onitsuka,shoe,Yellow,39,USD,42,TRUE,"S,M,L,XXL"
SKU04218,Sketchers,shoe,Ivory,49,USD,1383,TRUE,"S,M,L"
SKU02590,Vans,shoe,Ivory,39,USD,0,FALSE,"S,M,L"
SKU07127,NewBalance,shoe,Yellow,96,USD,140,TRUE,"S,M,L"
SKU08998,Converse,shoe,Black,78,USD,1124,TRUE,M
SKU04885,Sketchers,shoe,Yellow,39,USD,1102,TRUE,L
SKU07424,NewBalance,shoe,Grey,75,USD,1294,TRUE,"XS,M,L"
SKU00785,Nike,shoe,Grey,61,USD,1600,TRUE,"M,L"
SKU02623,Vans,shoe,Green,37,USD,1375,TRUE,"M,L"
SKU03653,Puma,shoe,White,74,USD,0,FALSE,"S,M,L,XL"
SKU09879,Onitsuka,shoe,Red,54,USD,0,FALSE,"M,L"
SKU07174,NewBalance,shoe,Green,48,USD,795,TRUE,"S,M,L"
SKU04965,Sketchers,shoe,Red,56,USD,0,FALSE,"M,L,XL"
SKU08575,Converse,shoe,Navy,53,USD,0,FALSE,"XS,M,L,XL"
SKU08079,Converse,shoe,White,43,USD,1421,TRUE,"XS,S,M,L"
SKU00558,Nike,shoe,Green,35,USD,1967,TRUE,"M,L,XL"
SKU04844,Sketchers,shoe,Navy,91,USD,0,FALSE,"M,L"
SKU02862,Vans,shoe,Black,60,USD,0,FALSE,"S,M,L,XL"
SKU05840,Hummel,shoe,Blue,73,USD,1618,TRUE,"XXS,S,M,L,XL"
SKU07232,NewBalance,shoe,Green,37,USD,0,FALSE,"S,M,L"
SKU05785,Hummel,shoe,White,87,USD,0,FALSE,"XS,S,M,L,XXL"
SKU00998,Nike,shoe,Yellow,77,USD,1927,TRUE,"M,L,XL"
SKU03151,Puma,shoe,Green,63,USD,1597,TRUE,M
SKU05526,Hummel,shoe,Black,93,USD,288,TRUE,"M,L,XXL"
SKU08480,Converse,shoe,Khaki,32,USD,0,FALSE,"XS,M,L,XXL"
SKU09091,Onitsuka,shoe,Red,53,USD,0,FALSE,"M,L"
SKU06646,Diadora,shoe,Red,79,USD,0,FALSE,"XS,M,L"
SKU01759,Adidas,shoe,Ivory,48,USD,1710,TRUE,L
SKU04903,Sketchers,shoe,Khaki,96,USD,708,TRUE,"XS,M,L,XXL"
SKU02792,Vans,shoe,Yellow,74,USD,649,TRUE,"XS,S,M,L,XL"
SKU06191,Diadora,shoe,Khaki,75,USD,1711,TRUE,"S,M,XL"
SKU08085,Converse,shoe,Navy,76,USD,0,FALSE,"S,L"
SKU03114,Puma,shoe,Blue,37,USD,908,TRUE,"M,L,XL"
SKU04391,Sketchers,shoe,Ivory,31,USD,0,FALSE,"S,M"
SKU05214,Hummel,shoe,Khaki,40,USD,1729,TRUE,"M,L,XXL"
SKU09087,Onitsuka,shoe,Navy,42,USD,1707,TRUE,"S,M,L"
SKU05196,Hummel,shoe,Ivory,59,USD,2000,TRUE,"S,M"
SKU00381,Nike,shoe,Yellow,48,USD,231,TRUE,"S,M,L,XL"
SKU03609,Puma,shoe,Navy,77,USD,0,FALSE,"S,XXL"
SKU00695,Nike,shoe,Green,67,USD,0,FALSE,"S,M,XL"
SKU07801,NewBalance,shoe,Grey,60,USD,1620,TRUE,"XS,M,L"
SKU07260,NewBalance,shoe,Red,69,USD,0,FALSE,"XS,S,M,L"
SKU07356,NewBalance,shoe,Navy,35,USD,1899,TRUE,"M,L,XL"
SKU01934,Adidas,shoe,Yellow,49,USD,1152,TRUE,"XS,S,L"
SKU06147,Diadora,shoe,Blue,98,USD,257,TRUE,"XS,S,M,L"
SKU02689,Vans,shoe,Red,34,USD,1286,TRUE,"M,XXL"
SKU06847,Diadora,shoe,Khaki,30,USD,1526,TRUE,L
SKU05033,Hummel,shoe,Grey,99,USD,175,TRUE,"XS,S,M,L"
SKU00184,Nike,shoe,Yellow,35,USD,0,FALSE,"S,M,XXL"
SKU03562,Puma,shoe,Navy,92,USD,0,FALSE,"S,M,L,XL"
SKU06358,Diadora,shoe,Green,41,USD,1213,TRUE,"S,M,L"
SKU09682,Onitsuka,shoe,Yellow,55,USD,492,TRUE,"M,L"
SKU05928,Hummel,shoe,Grey,30,USD,0,FALSE,"XS,S,M,L"
SKU00745,Nike,shoe,Navy,90,USD,0,FALSE,"S,M,L"
SKU04291,Sketchers,shoe,Grey,51,USD,1921,TRUE,"S,M,L,XL"
SKU07819,NewBalance,shoe,White,86,USD,0,FALSE,"S,M,L,XXL"
SKU06010,Diadora,shoe,Grey,75,USD,1241,TRUE,"S,M,L,XL"
SKU07406,NewBalance,shoe,Yellow,31,USD,613,TRUE,"S,M"
SKU01030,Adidas,shoe,Ivory,33,USD,0,FALSE,"XS,S,M,L"
SKU00824,Nike,shoe,Ivory,48,USD,0,FALSE,"M,L"
SKU02090,Vans,shoe,Ivory,47,USD,138,TRUE,M
SKU07214,NewBalance,shoe,Blue,98,USD,1004,TRUE,"S,M,L,XL"
SKU01503,Adidas,shoe,Blue,95,USD,250,TRUE,"S,M,L"
SKU07899,NewBalance,shoe,White,74,USD,1552,TRUE,"S,M,L"
SKU00863,Nike,shoe,Khaki,59,USD,444,TRUE,"S,M,L"
SKU04570,Sketchers,shoe,Ivory,65,USD,1249,TRUE,"M,XL"
SKU01501,Adidas,shoe,Red,82,USD,0,FALSE,"S,M,L,XL"
SKU04712,Sketchers,shoe,Yellow,96,USD,0,FALSE,"S,M,XL"
SKU05150,Hummel,shoe,Black,74,USD,0,FALSE,"M,XL"
SKU03677,Puma,shoe,Khaki,94,USD,1782,TRUE,"XS,S,M,L,XL"
SKU08895,Converse,shoe,Blue,82,USD,0,FALSE,"M,L"
SKU02119,Vans,shoe,Navy,35,USD,0,FALSE,"M,L"
SKU02106,Vans,shoe,Grey,34,USD,1627,TRUE,"S,M,XL"
SKU08178,Converse,shoe,Blue,68,USD,0,FALSE,"XS,L,XL"
SKU07451,NewBalance,shoe,Khaki,69,USD,0,FALSE,"XS,S,M,L"
SKU07046,NewBalance,shoe,Navy,58,USD,0,FALSE,"M,L"
SKU08550,Converse,shoe,Grey,89,USD,0,FALSE,"XS,S,M"
SKU01562,Adidas,shoe,Black,39,USD,0,FALSE,"M,L"
SKU08231,Converse,shoe,Blue,90,USD,0,FALSE,"XS,M,XL"
SKU07292,NewBalance,shoe,Red,78,USD,0,FALSE,M
SKU06872,Diadora,shoe,Ivory,45,USD,0,FALSE,"S,M,L"
SKU06157,Diadora,shoe,White,64,USD,1040,TRUE,L
SKU04586,Sketchers,shoe,Grey,30,USD,1869,TRUE,"S,M"
SKU06076,Diadora,shoe,Black,90,USD,1892,TRUE,M
SKU05407,Hummel,shoe,Ivory,46,USD,1687,TRUE,"S,M,L,XL"
SKU05688,Hummel,shoe,Khaki,78,USD,0,FALSE,"XS,S,M"
SKU09902,Onitsuka,shoe,Green,60,USD,1420,TRUE,"S,M"
SKU01031,Adidas,shoe,White,65,USD,0,FALSE,"S,M,L"
SKU09596,Onitsuka,shoe,Green,92,USD,0,FALSE,"XS,S,M,L"
SKU04431,Sketchers,shoe,Khaki,89,USD,0,FALSE,"M,L"
SKU03230,Puma,shoe,Yellow,84,USD,922,TRUE,"S,L"
SKU05970,Hummel,shoe,Ivory,86,USD,332,TRUE,"S,M,L"
SKU07941,NewBalance,shoe,Khaki,74,USD,0,FALSE,"S,M"
SKU04977,Sketchers,shoe,Red,99,USD,862,TRUE,"S,L"
SKU04658,Sketchers,shoe,Red,78,USD,0,FALSE,"XS,M,L,XXL"
SKU01044,Adidas,shoe,Grey,60,USD,390,TRUE,"S,M,L,XL"
SKU05441,Hummel,shoe,Green,84,USD,0,FALSE,"M,L"
SKU01575,Adidas,shoe,Yellow,71,USD,0,FALSE,"S,M,L"
SKU05753,Hummel,shoe,Khaki,61,USD,0,FALSE,"S,XL"
SKU02513,Vans,shoe,Black,62,USD,11,TRUE,"M,L"
SKU09073,Onitsuka,shoe,Red,83,USD,1656,TRUE,"S,M,L"
SKU02295,Vans,shoe,Khaki,90,USD,843,TRUE,"XS,S,M,L,XL"
SKU01701,Adidas,shoe,Grey,74,USD,376,TRUE,"XS,S,M,L"
SKU05697,Hummel,shoe,Green,36,USD,0,FALSE,"M,L,XL"
SKU02025,Vans,shoe,Black,91,USD,298,TRUE,"XS,M,L"
SKU08044,Converse,shoe,Khaki,83,USD,1914,TRUE,"S,M,L,XL"
SKU01253,Adidas,shoe,Blue,42,USD,0,FALSE,"S,M,L,XL"
SKU09439,Onitsuka,shoe,Ivory,58,USD,0,FALSE,"M,L"
SKU04270,Sketchers,shoe,Red,30,USD,1713,TRUE,"S,M,L,XL"
SKU04967,Sketchers,shoe,Yellow,52,USD,0,FALSE,"S,M"
SKU08850,Converse,shoe,White,31,USD,1853,TRUE,"S,M,L,XL"
SKU01786,Adidas,shoe,Khaki,56,USD,1643,TRUE,"S,M,L"
SKU02140,Vans,shoe,Red,66,USD,0,FALSE,"S,M,L"
SKU04084,Sketchers,shoe,White,44,USD,0,FALSE,"S,M,L"
SKU02599,Vans,shoe,Green,53,USD,0,FALSE,"S,M,L"
SKU02727,Vans,shoe,Navy,67,USD,697,TRUE,"S,M,L"
SKU03525,Puma,shoe,Navy,56,USD,0,FALSE,"S,M,L,XL"
SKU09385,Onitsuka,shoe,Black,87,USD,0,FALSE,"XS,S,M,L"
SKU09096,Onitsuka,shoe,Grey,51,USD,0,FALSE,"S,M,L"
SKU01803,Adidas,shoe,Red,40,USD,385,TRUE,"M,L"
SKU00382,Nike,shoe,Grey,88,USD,0,FALSE,"S,M,L"
SKU01649,Adidas,shoe,Ivory,34,USD,1196,TRUE,"S,M,L"
SKU07242,NewBalance,shoe,Black,40,USD,0,FALSE,M
SKU01990,Adidas,shoe,White,92,USD,1890,TRUE,"S,M,L,XL"
SKU01141,Adidas,shoe,Green,53,USD,0,FALSE,"XS,S,M,L,XL,XXL"
SKU00052,Nike,shoe,Black,71,USD,854,TRUE,"XS,S,M"
SKU09097,Onitsuka,shoe,Blue,87,USD,0,FALSE,"S,M,L,XXL"
SKU02716,Vans,shoe,Navy,100,USD,0,FALSE,"S,M,L,XL"
SKU09716,Onitsuka,shoe,Navy,91,USD,0,FALSE,"S,M,L"
SKU07002,NewBalance,shoe,Blue,35,USD,1937,TRUE,"M,L,XL"
SKU02866,Vans,shoe,Yellow,72,USD,0,FALSE,"S,M,L,XL"
SKU00032,Nike,shoe,Ivory,53,USD,590,TRUE,"M,L,XL"
SKU02585,Vans,shoe,Black,46,USD,0,FALSE,"S,M,XL"
SKU07398,NewBalance,shoe,Red,84,USD,0,FALSE,"S,M,L,XL"
SKU01271,Adidas,shoe,Green,57,USD,1856,TRUE,"S,M,L"
SKU03064,Puma,shoe,Navy,66,USD,55,TRUE,"XS,S,M,L"
SKU00881,Nike,shoe,Black,90,USD,0,FALSE,"S,M,L,XL"
SKU02185,Vans,shoe,Green,84,USD,1502,TRUE,M
SKU03511,Puma,shoe,Ivory,84,USD,0,FALSE,"S,L"
SKU07591,NewBalance,shoe,Blue,76,USD,794,TRUE,"XS,S,XL"
SKU04782,Sketchers,shoe,Navy,86,USD,0,FALSE,"S,M,L"
SKU00818,Nike,shoe,Red,69,USD,0,FALSE,"S,M,L"
SKU04753,Sketchers,shoe,Yellow,88,USD,0,FALSE,"S,M,L"
SKU01057,Adidas,shoe,Navy,98,USD,1312,TRUE,"S,M,L,XL"
SKU08206,Converse,shoe,Navy,77,USD,1557,TRUE,"XXS,M,L"
SKU05616,Hummel,shoe,Navy,79,USD,0,FALSE,"S,M,L"
SKU08843,Converse,shoe,Khaki,56,USD,222,TRUE,"XS,S,M,L"
SKU08969,Converse,shoe,Red,37,USD,0,FALSE,"S,L"
SKU07076,NewBalance,shoe,Yellow,72,USD,0,FALSE,"S,M,XL"
SKU00386,Nike,shoe,Ivory,48,USD,0,FALSE,"S,M"
SKU09970,Onitsuka,shoe,White,99,USD,0,FALSE,"S,L,XL"
SKU01732,Adidas,shoe,Green,75,USD,0,FALSE,"M,L"
SKU09387,Onitsuka,shoe,Yellow,95,USD,0,FALSE,"S,M"
SKU02522,Vans,shoe,Grey,74,USD,0,FALSE,"S,L"
SKU01071,Adidas,shoe,Khaki,73,USD,58,TRUE,"M,L"
SKU04832,Sketchers,shoe,Blue,82,USD,0,FALSE,"S,M,L"
SKU04265,Sketchers,shoe,White,73,USD,1018,TRUE,"M,L"
SKU04529,Sketchers,shoe,Green,41,USD,0,FALSE,"S,M,L,XL"
SKU07787,NewBalance,shoe,Ivory,49,USD,0,FALSE,"M,L,XL"
SKU09595,Onitsuka,shoe,White,45,USD,0,FALSE,"XXS,S,M,L"
SKU04267,Sketchers,shoe,Green,82,USD,0,FALSE,"M,L"
SKU01518,Adidas,shoe,White,52,USD,22,TRUE,"S,M"
SKU08487,Converse,shoe,Ivory,83,USD,646,TRUE,"XS,S,M,L,XL"
SKU04410,Sketchers,shoe,Green,58,USD,0,FALSE,"S,M,L,XL"
SKU02043,Vans,shoe,Red,90,USD,1639,TRUE,"S,M,L,XL"
SKU07542,NewBalance,shoe,White,89,USD,0,FALSE,"S,L"
SKU01561,Adidas,shoe,Grey,75,USD,1318,TRUE,"M,L"
SKU07185,NewBalance,shoe,White,65,USD,0,FALSE,"XS,S,L"
SKU06203,Diadora,shoe,White,54,USD,1360,TRUE,"S,M,L,XL"
SKU04162,Sketchers,shoe,Red,53,USD,0,FALSE,"XS,S,M,L,XL"
SKU08451,Converse,shoe,Grey,96,USD,1100,TRUE,"M,L"
SKU06623,Diadora,shoe,Yellow,82,USD,0,FALSE,"S,M,L"
SKU06207,Diadora,shoe,White,58,USD,396,TRUE,"XS,S,M,L"
SKU07955,NewBalance,shoe,White,93,USD,0,FALSE,"S,M"
SKU03608,Puma,shoe,Black,39,USD,0,FALSE,"XS,S,M,L"
SKU07600,NewBalance,shoe,Ivory,60,USD,1757,TRUE,"S,M"
SKU02661,Vans,shoe,Yellow,90,USD,1102,TRUE,"XS,M,L,XXL"
SKU08109,Converse,shoe,Grey,30,USD,0,FALSE,"S,M"
SKU09462,Onitsuka,shoe,Yellow,34,USD,0,FALSE,"S,M,L,XL"
SKU02824,Vans,shoe,Khaki,76,USD,0,FALSE,"XS,M,L,XL"
SKU04972,Sketchers,shoe,Grey,46,USD,1326,TRUE,"XS,S,L,XL"
SKU08439,Converse,shoe,Blue,78,USD,0,FALSE,"S,M,L,XXL"
SKU09014,Onitsuka,shoe,White,82,USD,0,FALSE,"XS,S,M,L"
SKU06159,Diadora,shoe,Ivory,62,USD,0,FALSE,"S,M,L,XL"
SKU00183,Nike,shoe,White,51,USD,1363,TRUE,"S,M,L,XL"
SKU06719,Diadora,shoe,Black,76,USD,0,FALSE,"S,M,L"
SKU09099,Onitsuka,shoe,Navy,74,USD,0,FALSE,"XS,S,M,L"
SKU02868,Vans,shoe,White,31,USD,0,FALSE,"S,M,L,XL"
SKU01384,Adidas,shoe,White,50,USD,0,FALSE,"XS,S,M,L,XL"
SKU07818,NewBalance,shoe,Green,89,USD,329,TRUE,"XS,M,L,XL"
SKU04241,Sketchers,shoe,Ivory,48,USD,1835,TRUE,"M,L,XL"
SKU02644,Vans,shoe,Ivory,95,USD,0,FALSE,"XS,S,M"
SKU03291,Puma,shoe,Yellow,55,USD,38,TRUE,"XXS,S,M,L,XXL"
SKU06285,Diadora,shoe,Khaki,98,USD,440,TRUE,"S,M,L"
SKU06738,Diadora,shoe,Red,47,USD,673,TRUE,M
SKU01528,Adidas,shoe,Grey,43,USD,0,FALSE,"S,M,L,XL"
SKU07637,NewBalance,shoe,Grey,50,USD,0,FALSE,"XXS,M,L,XL"
SKU06085,Diadora,shoe,Ivory,71,USD,0,FALSE,"M,L,XXL"
SKU04046,Sketchers,shoe,Black,71,USD,243,TRUE,"M,XL"
SKU08770,Converse,shoe,Blue,35,USD,0,FALSE,"S,M,L"
SKU08692,Converse,shoe,Ivory,76,USD,947,TRUE,"M,L"
SKU08935,Converse,shoe,Khaki,86,USD,352,TRUE,"S,L,XXL"
SKU02101,Vans,shoe,Khaki,76,USD,1756,TRUE,"S,L"
SKU08839,Converse,shoe,White,88,USD,1963,TRUE,"S,M,L"
SKU09685,Onitsuka,shoe,Red,41,USD,964,TRUE,"S,M"
SKU01846,Adidas,shoe,Yellow,100,USD,701,TRUE,S
SKU02252,Vans,shoe,Ivory,52,USD,1840,TRUE,"XS,S,M"
SKU00209,Nike,shoe,Black,84,USD,0,FALSE,"XS,S,M,XL"
SKU07650,NewBalance,shoe,Black,62,USD,1682,TRUE,"XXS,XS,M,L"
SKU01723,Adidas,shoe,Navy,67,USD,634,TRUE,"S,M,XL"
SKU07662,NewBalance,shoe,White,83,USD,0,FALSE,"M,L"
SKU06907,Diadora,shoe,Khaki,57,USD,1983,TRUE,"S,M"
SKU02613,Vans,shoe,Ivory,85,USD,1861,TRUE,M
SKU09229,Onitsuka,shoe,Red,31,USD,0,FALSE,"M,L"
SKU00934,Nike,shoe,Grey,51,USD,1039,TRUE,"S,M,L"
SKU09858,Onitsuka,shoe,Black,52,USD,0,FALSE,"S,M,L"
SKU06638,Diadora,shoe,Blue,42,USD,640,TRUE,"S,M,L"
SKU08592,Converse,shoe,Ivory,87,USD,1149,TRUE,"S,M,L,XL"
SKU02541,Vans,shoe,Yellow,32,USD,834,TRUE,"XXS,S,L"
SKU07515,NewBalance,shoe,Red,68,USD,1581,TRUE,"S,L,XL"
SKU00155,Nike,shoe,Black,46,USD,0,FALSE,"S,M,L,XL"
SKU03417,Puma,shoe,Grey,68,USD,0,FALSE,"S,M,L,XL"
SKU04707,Sketchers,shoe,White,38,USD,0,FALSE,"S,M,L"
SKU03699,Puma,shoe,Green,64,USD,0,FALSE,"S,M,L"
SKU01842,Adidas,shoe,Black,99,USD,675,TRUE,"M,L,XL"
SKU01879,Adidas,shoe,Grey,71,USD,0,FALSE,"S,M,L"
SKU02057,Vans,shoe,Khaki,65,USD,1713,TRUE,"S,M,L"
SKU09354,Onitsuka,shoe,Red,55,USD,1785,TRUE,"S,M,L,XL"
SKU09881,Onitsuka,shoe,Yellow,88,USD,0,FALSE,"S,L"
SKU06505,Diadora,shoe,Blue,55,USD,1272,TRUE,M
SKU01166,Adidas,shoe,Black,41,USD,717,TRUE,"XS,S,M,L"
SKU09569,Onitsuka,shoe,Khaki,69,USD,46,TRUE,"XS,M,L,XL"
SKU02455,Vans,shoe,Navy,96,USD,0,FALSE,"XXS,M,L,XL"
SKU06309,Diadora,shoe,Red,35,USD,0,FALSE,"M,L,XL"
SKU02731,Vans,shoe,Grey,40,USD,0,FALSE,"XS,S,M,L"
SKU00401,Nike,shoe,Blue,83,USD,1887,TRUE,"S,M,L"
SKU04044,Sketchers,shoe,Blue,75,USD,0,FALSE,"S,M,L"
SKU00706,Nike,shoe,Red,85,USD,0,FALSE,"M,L,XL"
SKU04279,Sketchers,shoe,Ivory,65,USD,1463,TRUE,"S,M,L"
SKU05604,Hummel,shoe,Navy,79,USD,0,FALSE,"L,XL"
SKU01963,Adidas,shoe,White,100,USD,0,FALSE,"S,M,L,XL,XXL"
SKU02337,Vans,shoe,Ivory,90,USD,89,TRUE,"M,L"
SKU05094,Hummel,shoe,Black,71,USD,1443,TRUE,"S,M,L,XL"
SKU06396,Diadora,shoe,Green,59,USD,0,FALSE,"XS,S,M,XL,XXL"
SKU05820,Hummel,shoe,Khaki,50,USD,586,TRUE,"XS,S,M"
SKU00982,Nike,shoe,Green,37,USD,158,TRUE,"S,M,L,XXL"
SKU06852,Diadora,shoe,Yellow,46,USD,0,FALSE,"XXS,S,M,L"
SKU09661,Onitsuka,shoe,White,53,USD,1773,TRUE,"S,M,L,XL"
SKU01362,Adidas,shoe,Grey,54,USD,0,FALSE,"S,M,L"
SKU03975,Puma,shoe,Black,32,USD,0,FALSE,"XS,S,M,L,XL"
SKU09047,Onitsuka,shoe,Blue,83,USD,0,FALSE,"S,M,L"
SKU09271,Onitsuka,shoe,Navy,71,USD,0,FALSE,"XS,M,L"
SKU06812,Diadora,shoe,Blue,57,USD,1713,TRUE,"S,M,L,XL"
SKU03752,Puma,shoe,Grey,47,USD,0,FALSE,"M,L"
SKU01000,Nike,shoe,Ivory,96,USD,250,TRUE,"S,M,L"
SKU02529,Vans,shoe,Black,54,USD,1921,TRUE,"XS,S,M,L"
SKU08735,Converse,shoe,Blue,34,USD,0,FALSE,"XS,S,M,L,XL"
SKU01136,Adidas,shoe,Black,43,USD,0,FALSE,"S,M,L"
SKU05592,Hummel,shoe,Black,92,USD,0,FALSE,"S,M,L"
SKU07831,NewBalance,shoe,Ivory,35,USD,0,FALSE,"S,M"
SKU08405,Converse,shoe,Red,83,USD,1931,TRUE,"S,M,L"
SKU09483,Onitsuka,shoe,Yellow,66,USD,0,FALSE,"M,L,XL"
SKU07764,NewBalance,shoe,Yellow,56,USD,0,FALSE,"XS,S,L,XL"
SKU02530,Vans,shoe,Yellow,98,USD,1331,TRUE,"XXS,M,XXL"
SKU03130,Puma,shoe,Green,48,USD,0,FALSE,"S,M,L"
SKU08137,Converse,shoe,Ivory,41,USD,0,FALSE,"S,M,L"
SKU08433,Converse,shoe,White,51,USD,22,TRUE,"S,M,L"
SKU09938,Onitsuka,shoe,Red,90,USD,0,FALSE,"M,L"
SKU00135,Nike,shoe,Blue,85,USD,0,FALSE,M
SKU06390,Diadora,shoe,Yellow,57,USD,417,TRUE,"S,M,L"
SKU08987,Converse,shoe,Red,39,USD,1537,TRUE,"S,M,L"
SKU00441,Nike,shoe,Blue,35,USD,725,TRUE,"S,M,L,XL"
SKU04176,Sketchers,shoe,Black,66,USD,1405,TRUE,"S,L,XL"
SKU01386,Adidas,shoe,Black,100,USD,0,FALSE,"M,L"
SKU07337,NewBalance,shoe,White,45,USD,0,FALSE,"M,L"
SKU06246,Diadora,shoe,Grey,64,USD,0,FALSE,"M,L"
SKU04149,Sketchers,shoe,Khaki,85,USD,213,TRUE,"S,M,L"
SKU08588,Converse,shoe,Grey,43,USD,0,FALSE,"S,M,L"
SKU04717,Sketchers,shoe,Blue,70,USD,0,FALSE,"XXS,M,L"
SKU09700,Onitsuka,shoe,Green,57,USD,1997,TRUE,"S,M"
SKU02388,Vans,shoe,Grey,30,USD,1168,TRUE,"S,M,L,XL"
SKU07202,NewBalance,shoe,Black,77,USD,1665,TRUE,"M,L,XXL"
SKU08688,Converse,shoe,Green,84,USD,0,FALSE,"S,M,L"
SKU04255,Sketchers,shoe,White,35,USD,1269,TRUE,"S,M,L,XL,XXL"
SKU03187,Puma,shoe,Black,98,USD,0,FALSE,"XS,S,M,L"
SKU09445,Onitsuka,shoe,Black,42,USD,0,FALSE,"M,L"
SKU01966,Adidas,shoe,Green,68,USD,1815,TRUE,"S,M,L"
SKU03605,Puma,shoe,Khaki,63,USD,0,FALSE,S
